Quarter,Country,Industry,Value,Variable
2016.25,Germany,Finance and insurance,95.777,Gross Value Added
2016.5,Germany,Finance and insurance,96.047,Gross Value Added
2016.75,Germany,Finance and insurance,98.088,Gross Value Added
2017.0,Germany,Finance and insurance,99.229,Gross Value Added
2017.25,Germany,Finance and insurance,101.671,Gross Value Added
2017.5,Germany,Finance and insurance,101.912,Gross Value Added
2017.75,Germany,Finance and insurance,99.279,Gross Value Added
2018.0,Germany,Finance and insurance,96.112,Gross Value Added
2018.25,Germany,Finance and insurance,93.159,Gross Value Added
2018.5,Germany,Finance and insurance,91.978,Gross Value Added
2018.75,Germany,Finance and insurance,94.4,Gross Value Added
2019.0,Germany,Finance and insurance,96.147,Gross Value Added
2019.25,Germany,Finance and insurance,97.498,Gross Value Added
2019.5,Germany,Finance and insurance,98.179,Gross Value Added
2019.75,Germany,Finance and insurance,99.229,Gross Value Added
2020.0,Germany,Finance and insurance,98.139,Gross Value Added
2020.25,Germany,Finance and insurance,97.888,Gross Value Added
2020.5,Germany,Finance and insurance,101.681,Gross Value Added
2020.75,Germany,Finance and insurance,102.292,Gross Value Added
2021.0,Germany,Finance and insurance,103.535,Gross Value Added
2021.25,Germany,Finance and insurance,110.391,Gross Value Added
2021.5,Germany,Finance and insurance,111.112,Gross Value Added
2021.75,Germany,Finance and insurance,105.157,Gross Value Added
2022.0,Germany,Finance and insurance,102.457,Gross Value Added
2022.25,Germany,Finance and insurance,99.204,Gross Value Added
2022.5,Germany,Finance and insurance,97.763,Gross Value Added
2022.75,Germany,Finance and insurance,99.435,Gross Value Added
2023.0,Germany,Finance and insurance,98.984,Gross Value Added
2023.25,Germany,Finance and insurance,97.303,Gross Value Added
2023.5,Germany,Finance and insurance,97.593,Gross Value Added
2023.75,Germany,Finance and insurance,98.454,Gross Value Added
2024.0,Germany,Finance and insurance,99.102,Gross Value Added
2024.25,Germany,Finance and insurance,97.881,Gross Value Added
2024.5,Germany,Finance and insurance,96.87,Gross Value Added
2024.75,Germany,Finance and insurance,95.969,Gross Value Added
2025.0,Germany,Finance and insurance,95.286,Gross Value Added
2025.25,Germany,Finance and insurance,93.645,Gross Value Added
2025.5,Germany,Finance and insurance,93.094,Gross Value Added
2025.75,Germany,Finance and insurance,93.024,Gross Value Added
2026.0,Germany,Finance and insurance,94.095,Gross Value Added
1997.0,Denmark,Finance and insurance,50.958,Gross Value Added
1997.25,Denmark,Finance and insurance,52.66,Gross Value Added
1997.5,Denmark,Finance and insurance,50.709,Gross Value Added
1997.75,Denmark,Finance and insurance,50.099,Gross Value Added
1998.0,Denmark,Finance and insurance,56.095,Gross Value Added
1998.25,Denmark,Finance and insurance,52.892,Gross Value Added
1998.5,Denmark,Finance and insurance,52.38,Gross Value Added
1998.75,Denmark,Finance and insurance,54.499,Gross Value Added
1999.0,Denmark,Finance and insurance,53.796,Gross Value Added
1999.25,Denmark,Finance and insurance,54.726,Gross Value Added
1999.5,Denmark,Finance and insurance,55.883,Gross Value Added
1999.75,Denmark,Finance and insurance,54.929,Gross Value Added
2000.0,Denmark,Finance and insurance,59.321,Gross Value Added
2000.25,Denmark,Finance and insurance,55.789,Gross Value Added
2000.5,Denmark,Finance and insurance,57.28,Gross Value Added
2000.75,Denmark,Finance and insurance,56.569,Gross Value Added
2001.0,Denmark,Finance and insurance,54.525,Gross Value Added
2001.25,Denmark,Finance and insurance,56.169,Gross Value Added
2001.5,Denmark,Finance and insurance,57.811,Gross Value Added
2001.75,Denmark,Finance and insurance,59.944,Gross Value Added
2002.0,Denmark,Finance and insurance,61.514,Gross Value Added
2002.25,Denmark,Finance and insurance,62.557,Gross Value Added
2002.5,Denmark,Finance and insurance,65.337,Gross Value Added
2002.75,Denmark,Finance and insurance,61.968,Gross Value Added
2003.0,Denmark,Finance and insurance,62.673,Gross Value Added
2003.25,Denmark,Finance and insurance,67.648,Gross Value Added
2003.5,Denmark,Finance and insurance,65.658,Gross Value Added
2003.75,Denmark,Finance and insurance,68.879,Gross Value Added
2004.0,Denmark,Finance and insurance,71.452,Gross Value Added
2004.25,Denmark,Finance and insurance,71.084,Gross Value Added
2004.5,Denmark,Finance and insurance,71.935,Gross Value Added
2004.75,Denmark,Finance and insurance,76.762,Gross Value Added
2005.0,Denmark,Finance and insurance,77.953,Gross Value Added
2005.25,Denmark,Finance and insurance,82.421,Gross Value Added
2005.5,Denmark,Finance and insurance,85.107,Gross Value Added
2005.75,Denmark,Finance and insurance,87.804,Gross Value Added
2006.0,Denmark,Finance and insurance,89.761,Gross Value Added
2006.25,Denmark,Finance and insurance,94.705,Gross Value Added
2006.5,Denmark,Finance and insurance,90.163,Gross Value Added
2006.75,Denmark,Finance and insurance,96.052,Gross Value Added
2007.0,Denmark,Finance and insurance,96.243,Gross Value Added
2007.25,Denmark,Finance and insurance,88.279,Gross Value Added
2007.5,Denmark,Finance and insurance,104.244,Gross Value Added
2007.75,Denmark,Finance and insurance,117.828,Gross Value Added
2008.0,Denmark,Finance and insurance,116.862,Gross Value Added
2008.25,Denmark,Finance and insurance,111.237,Gross Value Added
2008.5,Denmark,Finance and insurance,114.623,Gross Value Added
2008.75,Denmark,Finance and insurance,108.282,Gross Value Added
2009.0,Denmark,Finance and insurance,107.52,Gross Value Added
2009.25,Denmark,Finance and insurance,112.177,Gross Value Added
2009.5,Denmark,Finance and insurance,107.221,Gross Value Added
2009.75,Denmark,Finance and insurance,104.26,Gross Value Added
2010.0,Denmark,Finance and insurance,106.255,Gross Value Added
2010.25,Denmark,Finance and insurance,97.596,Gross Value Added
2010.5,Denmark,Finance and insurance,104.742,Gross Value Added
2010.75,Denmark,Finance and insurance,102.027,Gross Value Added
2011.0,Denmark,Finance and insurance,99.812,Gross Value Added
2011.25,Denmark,Finance and insurance,96.213,Gross Value Added
2011.5,Denmark,Finance and insurance,91.984,Gross Value Added
2011.75,Denmark,Finance and insurance,98.845,Gross Value Added
2012.0,Denmark,Finance and insurance,94.24,Gross Value Added
2012.25,Denmark,Finance and insurance,95.654,Gross Value Added
2012.5,Denmark,Finance and insurance,95.189,Gross Value Added
2012.75,Denmark,Finance and insurance,96.208,Gross Value Added
2013.0,Denmark,Finance and insurance,98.145,Gross Value Added
2013.25,Denmark,Finance and insurance,95.771,Gross Value Added
2013.5,Denmark,Finance and insurance,95.532,Gross Value Added
2013.75,Denmark,Finance and insurance,92.958,Gross Value Added
2014.0,Denmark,Finance and insurance,90.306,Gross Value Added
2014.25,Denmark,Finance and insurance,93.418,Gross Value Added
2014.5,Denmark,Finance and insurance,98.286,Gross Value Added
2014.75,Denmark,Finance and insurance,89.087,Gross Value Added
2015.0,Denmark,Finance and insurance,91.805,Gross Value Added
2015.25,Denmark,Finance and insurance,89.552,Gross Value Added
2015.5,Denmark,Finance and insurance,88.2,Gross Value Added
2015.75,Denmark,Finance and insurance,86.148,Gross Value Added
2016.0,Denmark,Finance and insurance,87.301,Gross Value Added
2016.25,Denmark,Finance and insurance,88.957,Gross Value Added
2016.5,Denmark,Finance and insurance,89.755,Gross Value Added
2016.75,Denmark,Finance and insurance,92.329,Gross Value Added
2017.0,Denmark,Finance and insurance,91.202,Gross Value Added
2017.25,Denmark,Finance and insurance,91.16,Gross Value Added
2017.5,Denmark,Finance and insurance,91.467,Gross Value Added
2017.75,Denmark,Finance and insurance,95.361,Gross Value Added
2018.0,Denmark,Finance and insurance,98.352,Gross Value Added
2018.25,Denmark,Finance and insurance,95.377,Gross Value Added
2018.5,Denmark,Finance and insurance,97.492,Gross Value Added
2018.75,Denmark,Finance and insurance,91.655,Gross Value Added
2019.0,Denmark,Finance and insurance,91.562,Gross Value Added
2019.25,Denmark,Finance and insurance,92.803,Gross Value Added
2019.5,Denmark,Finance and insurance,96.917,Gross Value Added
2019.75,Denmark,Finance and insurance,96.792,Gross Value Added
2020.0,Denmark,Finance and insurance,94.87,Gross Value Added
2020.25,Denmark,Finance and insurance,99.332,Gross Value Added
2020.5,Denmark,Finance and insurance,102.255,Gross Value Added
2020.75,Denmark,Finance and insurance,103.543,Gross Value Added
2021.0,Denmark,Finance and insurance,103.041,Gross Value Added
2021.25,Denmark,Finance and insurance,102.681,Gross Value Added
2021.5,Denmark,Finance and insurance,103.604,Gross Value Added
2021.75,Denmark,Finance and insurance,103.627,Gross Value Added
2022.0,Denmark,Finance and insurance,97.812,Gross Value Added
2022.25,Denmark,Finance and insurance,91.514,Gross Value Added
2022.5,Denmark,Finance and insurance,83.598,Gross Value Added
2022.75,Denmark,Finance and insurance,81.944,Gross Value Added
2023.0,Denmark,Finance and insurance,84.912,Gross Value Added
2023.25,Denmark,Finance and insurance,84.387,Gross Value Added
2023.5,Denmark,Finance and insurance,86.334,Gross Value Added
2023.75,Denmark,Finance and insurance,90.242,Gross Value Added
2024.0,Denmark,Finance and insurance,89.848,Gross Value Added
2024.25,Denmark,Finance and insurance,93.588,Gross Value Added
2024.5,Denmark,Finance and insurance,94.247,Gross Value Added
2024.75,Denmark,Finance and insurance,90.523,Gross Value Added
2025.0,Denmark,Finance and insurance,89.877,Gross Value Added
2025.25,Denmark,Finance and insurance,88.507,Gross Value Added
2025.5,Denmark,Finance and insurance,89.125,Gross Value Added
2025.75,Denmark,Finance and insurance,86.683,Gross Value Added
2026.0,Denmark,Finance and insurance,87.937,Gross Value Added
